set C := 1 2 3 4 5 6 7 8 9 10;
set P := 3 4 5 6 7 8 9 10;
set A1 := 2;
set A2 := 1;
set S := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62;

param q :=
    1 12.32
    2 45.72
    3 17.41
    4 28.85
    5 30.97
    6 31.93
    7 47.62
    8 17.74
    9 31.88
    10 46.21;
param ca :=
    1 198.47
    2 177.95
    3 190.06
    4 198.42
    5 229.06
    6 207.66
    7 199.67
    8 208.84
    9 194.60
    10 208.24;
param cc :=
    1 35.76
    2 38.19
    3 43.87
    4 39.46
    5 37.33
    6 35.73
    7 31.93
    8 34.95
    9 47.52
    10 33.55;
param cp :=
    1 6.91
    2 6.50
    3 5.19
    4 5.63
    5 6.26
    6 5.09
    7 8.23
    8 11.87
    9 9.81
    10 6.65;
param sMin := 0;
param sMax := 80;
param s0 := 20;
param d :=
    0 18.18
    1 34.25
    2 42.31
    3 14.99
    4 45.07
    5 14.99
    6 45.07
    7 21.88
    8 38.44
    9 21.88
    10 38.44
    11 21.88
    12 38.44
    13 21.88
    14 38.44
    15 15.01
    16 30.38
    17 15.01
    18 30.38
    19 15.01
    20 30.38
    21 15.01
    22 30.38
    23 15.01
    24 30.38
    25 15.01
    26 30.38
    27 15.01
    28 30.38
    29 15.01
    30 30.38
    31 25.65
    32 20.51
    33 25.65
    34 20.51
    35 25.65
    36 20.51
    37 25.65
    38 20.51
    39 25.65
    40 20.51
    41 25.65
    42 20.51
    43 25.65
    44 20.51
    45 25.65
    46 20.51
    47 25.65
    48 20.51
    49 25.65
    50 20.51
    51 25.65
    52 20.51
    53 25.65
    54 20.51
    55 25.65
    56 20.51
    57 25.65
    58 20.51
    59 25.65
    60 20.51
    61 25.65
    62 20.51;
param h :=
    1 1.00
    2 1.00
    3 1.00
    4 1.00
    5 1.00
    6 1.00;
param p :=
    0 1.0000000000
    1 0.5179325437
    2 0.4820674563
    3 0.3968465294
    4 0.1210860144
    5 0.3693662413
    6 0.1127012149
    7 0.1528782447
    8 0.2439682847
    9 0.0466462876
    10 0.0744397268
    11 0.1422919402
    12 0.2270743011
    13 0.0434161890
    14 0.0692850259
    15 0.0758888225
    16 0.0769894222
    17 0.1211059552
    18 0.1228623295
    19 0.0231552360
    20 0.0234910516
    21 0.0369519105
    22 0.0374878163
    23 0.0706337767
    24 0.0716581635
    25 0.1127197749
    26 0.1143545262
    27 0.0215518138
    28 0.0218643752
    29 0.0343931149
    30 0.0348919110
    31 0.0378580115
    32 0.0380308110
    33 0.0384070583
    34 0.0385823639
    35 0.0604150979
    36 0.0606908572
    37 0.0612912855
    38 0.0615710440
    39 0.0115512557
    40 0.0116039803
    41 0.0117187811
    42 0.0117722704
    43 0.0184338853
    44 0.0185180251
    45 0.0187012281
    46 0.0187865882
    47 0.0352364715
    48 0.0353973052
    49 0.0357474987
    50 0.0359106649
    51 0.0562315555
    52 0.0564882194
    53 0.0570470700
    54 0.0573074562
    55 0.0107513701
    56 0.0108004437
    57 0.0109072949
    58 0.0109570803
    59 0.0171574007
    60 0.0172357142
    61 0.0174062309
    62 0.0174856801;
