set C := 1 2 3 4 5 6 7 8 9 10;

param q :=
    1 21.89
    2 42.87
    3 28.96
    4 11.96
    5 24.86
    6 20.37
    7 29.37
    8 31.33
    9 37.30
    10 15.29;
param ca :=
    1 244.78
    2 239.56
    3 214.60
    4 207.58
    5 186.15
    6 248.61
    7 184.53
    8 237.76
    9 248.96
    10 161.25;
param cc :=
    1 48.40
    2 36.18
    3 37.70
    4 43.28
    5 39.10
    6 39.48
    7 36.20
    8 42.41
    9 47.84
    10 41.47;
param cp :=
    1 11.38
    2 6.79
    3 7.75
    4 10.44
    5 8.28
    6 11.98
    7 8.05
    8 11.28
    9 6.76
    10 6.51;
param sMin := 0;
param sMax := 80;

namespace t0
{
    set A :=;
    set AAnt := 1 2;
    set P := 3 4 5 6 7 8 9 10;
    set S := 1;

    param p :=
        1 1.0000000000;
    param d :=
        1 44.85;
    param h := 1;
    param s0 := 20;
}

namespace t1
{
    set AAnt :=;
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4;

    param p :=
        1 0.2319084951
        2 0.1293228693
        3 0.2966335914
        4 0.3421350442;
    param d :=
        1 29.00
        2 40.98
        3 22.61
        4 38.62;
    param h := 1;
}

namespace t2
{
    set A2Ant :=;
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4;

    param p :=
        1 0.2227005823
        2 0.0577538761
        3 0.2402006759
        4 0.4793448657;
    param d :=
        1 26.37
        2 43.69
        3 26.86
        4 39.14;
    param h := 1;
}

namespace t3
{
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4;

    param p :=
        1 0.2778281124
        2 0.1273549839
        3 0.4816598337
        4 0.1131570700;
    param d :=
        1 29.14
        2 12.86
        3 40.91
        4 24.86;
    param h := 1;
}

namespace t4
{
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4;

    param p :=
        1 0.1896410766
        2 0.0221782045
        3 0.0385983937
        4 0.7495823253;
    param d :=
        1 29.45
        2 36.60
        3 21.53
        4 30.57;
    param h := 1;
}
