set C := 1 2 3 4 5 6 7 8 9 10;

param q :=
    1 18.03
    2 16.62
    3 19.24
    4 18.88
    5 14.91
    6 46.78
    7 36.87
    8 24.84
    9 37.95
    10 17.45;
param ca :=
    1 227.43
    2 186.38
    3 186.01
    4 181.12
    5 195.86
    6 196.12
    7 249.87
    8 205.43
    9 198.68
    10 220.76;
param cc :=
    1 30.33
    2 30.19
    3 42.48
    4 48.16
    5 48.27
    6 30.42
    7 33.58
    8 33.72
    9 31.66
    10 42.39;
param cp :=
    1 11.23
    2 10.06
    3 6.79
    4 5.22
    5 8.39
    6 8.98
    7 10.89
    8 7.82
    9 7.49
    10 10.14;
param sMin := 0;
param sMax := 80;

namespace t0
{
    set A := 1;
    set AAnt := 2;
    set P := 3 4 5 6 7 8 9 10;
    set S := 1;

    param p :=
        1 1.0000000000;
    param d :=
        1 15.05;
    param h := 1;
    param s0 := 20;
}

namespace t1
{
    set AAnt := 1;
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4 5;

    param p :=
        1 0.4098339435
        2 0.0677175002
        3 0.1439201274
        4 0.2500697315
        5 0.1284586975;
    param d :=
        1 15.63
        2 15.76
        3 36.54
        4 29.92
        5 44.31;
    param h := 1;
}

namespace t2
{
    set A2Ant := 1;
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4 5;

    param p :=
        1 0.2815514085
        2 0.1120659247
        3 0.2578682978
        4 0.0065105570
        5 0.3420038120;
    param d :=
        1 49.31
        2 45.40
        3 35.44
        4 37.37
        5 33.62;
    param h := 1;
}

namespace t3
{
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4 5;

    param p :=
        1 0.0136249059
        2 0.0896667005
        3 0.3226222526
        4 0.1237840530
        5 0.4503020880;
    param d :=
        1 36.15
        2 42.10
        3 32.95
        4 42.95
        5 47.58;
    param h := 1;
}

namespace t4
{
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4 5;

    param p :=
        1 0.0136952944
        2 0.1594567733
        3 0.1480432284
        4 0.5065424043
        5 0.1722622995;
    param d :=
        1 33.02
        2 39.63
        3 19.55
        4 42.50
        5 34.86;
    param h := 1;
}
