set C := 1 2 3 4 5 6 7 8 9 10;
set P := 9 10;
set A1 := 4 7 8;
set A2 := 1 2 3 5 6;
set S := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30;

param q :=
    1 40.25
    2 20.84
    3 33.78
    4 43.79
    5 16.69
    6 19.95
    7 16.32
    8 39.51
    9 38.77
    10 21.31;
param ca :=
    1 217.84
    2 195.20
    3 234.94
    4 183.91
    5 219.76
    6 171.95
    7 225.63
    8 216.37
    9 204.47
    10 192.55;
param cc :=
    1 41.64
    2 33.31
    3 38.73
    4 35.78
    5 34.85
    6 40.04
    7 41.64
    8 40.94
    9 48.53
    10 48.88;
param cp :=
    1 7.18
    2 8.24
    3 10.46
    4 7.74
    5 11.10
    6 10.98
    7 6.12
    8 5.42
    9 6.40
    10 5.65;
param sMin := 0;
param sMax := 80;
param s0 := 20;
param d :=
    0 19.52
    1 46.55
    2 34.43
    3 34.33
    4 32.54
    5 34.33
    6 32.54
    7 49.74
    8 19.98
    9 49.74
    10 19.98
    11 49.74
    12 19.98
    13 49.74
    14 19.98
    15 32.24
    16 35.99
    17 32.24
    18 35.99
    19 32.24
    20 35.99
    21 32.24
    22 35.99
    23 32.24
    24 35.99
    25 32.24
    26 35.99
    27 32.24
    28 35.99
    29 32.24
    30 35.99;
param h :=
    1 1.00
    2 1.00
    3 1.00
    4 1.00
    5 1.00;
param p :=
    0 1.0000000000
    1 0.6437894996
    2 0.3562105004
    3 0.4519116610
    4 0.1918778387
    5 0.2500439646
    6 0.1061665357
    7 0.1665061735
    8 0.2854054874
    9 0.0706971018
    10 0.1211807369
    11 0.0921283237
    12 0.1579156410
    13 0.0391169008
    14 0.0670496349
    15 0.1149167947
    16 0.0515893789
    17 0.1969769835
    18 0.0884285039
    19 0.0487926913
    20 0.0219044105
    21 0.0836347480
    22 0.0375459889
    23 0.0635837785
    24 0.0285445452
    25 0.1089879066
    26 0.0489277344
    27 0.0269971303
    28 0.0121197705
    29 0.0462753360
    30 0.0207742989;
