set C := 1 2 3 4 5 6 7 8 9 10;

param q :=
    1 27.24
    2 29.98
    3 39.76
    4 39.16
    5 29.42
    6 10.42
    7 34.08
    8 42.28
    9 15.05
    10 31.88;
param ca :=
    1 249.44
    2 216.09
    3 237.82
    4 211.71
    5 242.47
    6 166.49
    7 208.40
    8 235.43
    9 190.62
    10 216.85;
param cc :=
    1 30.48
    2 43.68
    3 31.53
    4 33.21
    5 35.54
    6 37.97
    7 36.55
    8 33.68
    9 47.77
    10 30.87;
param cp :=
    1 5.16
    2 10.31
    3 5.35
    4 11.43
    5 6.50
    6 8.71
    7 5.23
    8 11.08
    9 5.36
    10 9.91;
param sMin := 0;
param sMax := 80;

namespace t0
{
    set A := 1;
    set AAnt := 2;
    set P := 3 4 5 6 7 8 9 10;
    set S := 1;

    param p :=
        1 1.0000000000;
    param d :=
        1 34.53;
    param h := 1;
    param s0 := 20;
}

namespace t1
{
    set AAnt := 1;
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4;

    param p :=
        1 0.1448302509
        2 0.2380496650
        3 0.3242090091
        4 0.2929110751;
    param d :=
        1 43.39
        2 22.70
        3 18.88
        4 38.94;
    param h := 1;
}

namespace t2
{
    set A2Ant := 1;
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4;

    param p :=
        1 0.1261563668
        2 0.0843596971
        3 0.6116826649
        4 0.1778012712;
    param d :=
        1 27.98
        2 23.78
        3 27.59
        4 27.99;
    param h := 1;
}

namespace t3
{
    set P := 3 4 5 6 7 8 9 10;
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4;

    param p :=
        1 0.1759556690
        2 0.0464746962
        3 0.0917538330
        4 0.6858158018;
    param d :=
        1 12.83
        2 26.39
        3 21.90
        4 43.97;
    param h := 1;
}

namespace t4
{
    set PAnt := 3 4 5 6 7 8 9 10;
    set S := 1 2 3 4;

    param p :=
        1 0.1723578291
        2 0.6054893386
        3 0.0430122392
        4 0.1791405931;
    param d :=
        1 32.40
        2 11.83
        3 41.57
        4 42.15;
    param h := 1;
}
